Temperature,Sea_State,Wind_Speed,Weather_Prediction_Days,Month,Day,Day_Of_Week,Whale_Sighting
19.9816047538945,7,41.615399817976154,1,10,30,2,0
43.02857225639664,2,48.13441516353236,0,1,23,5,0
34.2797576724562,7,1.9192276823056686,1,2,31,4,1
28.946339367881464,4,25.98132087450342,2,2,9,5,1
11.24074561769746,0,76.0289823122135,4,3,25,6,0
11.239780813448107,6,13.710970572899905,2,6,14,3,0
7.323344486727978,4,53.531013145259166,2,1,3,5,0
39.647045830997406,5,21.52018720172375,4,2,20,5,0
29.04460046972835,5,1.2120774643893273,4,1,16,3,1
33.32290311184182,7,24.12014575995415,7,5,2,2,0
5.823379771832098,8,97.58737549100537,7,7,10,3,0
43.79639408647977,1,80.15371118829896,3,8,3,4,0
38.29770563201687,8,95.95766443210334,6,10,11,5,0
13.493564427131046,10,48.785404392636245,6,1,11,3,0
12.272998688284025,9,10.973619867750351,3,7,21,6,1
12.336180394137353,8,54.79594889736929,2,5,21,6,0
17.16968971838151,9,45.43773345599609,2,10,22,5,0
25.990257265289515,9,84.4357082739616,0,1,13,4,0
22.27780074568463,6,9.808258078424458,0,3,7,1,1
16.649165607921677,0,48.82411370217782,6,7,23,4,1
29.47411578889518,6,15.004866469398426,3,10,17,0,1
10.579754426081674,9,32.467592689006,5,1,30,0,0
16.685785941408724,4,73.73570773877996,7,7,2,0,0
19.654473731747668,5,47.601812936876655,5,5,12,5,0
23.24279936868144,9,37.58882851457693,3,1,25,6,0
36.407038455720546,6,39.44762785700353,0,1,10,2,0
12.986951286334389,4,45.94467684059866,6,1,18,6,0
25.569377536544465,6,78.50165438370568,6,11,22,2,0
28.6965827544817,8,89.20846889402344,0,9,27,2,0
6.858016508799909,2,95.53346865039283,5,11,11,6,0
29.301794076057533,7,78.6903386255295,1,3,16,5,0
11.82096494749166,1,31.540689574801274,1,5,17,4,1
7.602063719411181,10,68.81347060865421,0,11,19,2,0
42.95542149013333,6,43.760312405539196,1,10,18,1,0
43.625281322982374,1,25.467062204605117,4,12,3,6,1
37.33589392465844,3,84.08715794259226,3,9,21,6,0
17.184550766934827,6,3.8426348962324997,3,6,27,0,0
8.906884560255355,2,90.17619921354235,0,12,26,4,0
32.36932106048627,1,46.147746462473414,2,9,16,0,0
22.606099749584054,10,63.72014768082804,7,8,6,6,0
9.881529393791153,9,65.93539222057827,5,8,25,6,0
24.807076404450807,6,89.51177407065364,0,1,12,2,0
6.375540844608736,0,63.66696821672073,1,9,11,4,1
41.372816083151285,7,61.39335847600618,5,6,15,3,0
15.351199264000677,2,6.665204056068996,2,9,15,1,1
31.50089137415928,1,51.84080219452041,1,3,16,2,0
17.46844304357644,2,15.016900081704165,6,12,10,6,1
25.802720847112433,4,73.74337687214856,7,3,12,2,0
26.868411173731186,10,51.22219208126745,4,6,28,1,0
12.394178221021082,7,68.02277792083532,1,9,13,6,0
43.783385110582344,9,4.167290060238427,4,7,4,1,0
36.00531293444458,6,8.479201604580322,5,3,7,3,1
42.579957662567566,6,71.63233880626822,4,3,22,2,0
40.79309401710595,6,7.208433599867337,5,2,2,5,1
28.915999152443405,7,7.12567277652586,5,9,26,2,0
41.87496940092467,0,1.210847523488745,5,3,27,0,1
8.53970008207678,3,95.65013982994802,5,11,27,4,0
12.839314496765809,5,73.75083594590069,5,5,27,4,0
6.809091556421523,8,35.32514085020642,1,9,15,0,0
18.013213230530575,1,29.65355812876552,5,8,31,6,1
20.54709158757928,0,34.97032297458495,1,2,8,4,0
15.853961270955836,9,77.46535311811819,5,3,7,1,0
38.14950036607718,1,66.13706110704143,4,2,31,4,0
19.270133067743572,6,18.519556786746794,6,8,15,4,1
16.23738038749523,2,17.410933533408436,5,6,23,0,0
26.70784332632994,9,9.839564971339732,2,6,14,6,1
10.636968998990506,1,66.03027197013381,5,12,31,3,0
37.08787923016159,10,76.43726622217359,5,9,8,4,0
7.982025747190833,6,26.5046428325004,4,8,28,5,0
44.47547746402069,1,2.094496103091281,7,4,12,4,1
35.889790771866295,2,8.217166747642734,3,12,13,3,1
12.948627261366896,10,96.78600348450304,4,4,30,0,0
5.220884684944096,6,29.544477747742025,2,9,11,3,0
37.618457138193364,3,76.92231478381336,3,1,17,0,0
33.274293753904686,0,62.46635688542638,0,2,31,1,0
34.160286721639494,4,38.19396396528959,0,2,29,0,0
35.85081386743783,8,20.56872621955551,7,6,17,1,0
7.961786069363614,7,12.138641815940643,2,4,24,1,0
19.338629141770905,8,61.50129680388666,4,11,4,0,1
9.634762381005189,9,77.4633780637788,1,10,21,5,0
39.52413703502374,8,64.39042535411306,2,3,8,2,0
29.931925073102317,6,53.030213324915835,6,3,5,0,0
18.235920994105967,3,4.195122343163627,3,3,26,4,1
7.542334011440945,4,96.84887775943838,3,6,16,5,0
17.439292868626488,0,79.87141916545745,5,8,4,5,0
18.007332881069882,0,29.282203670096475,0,11,28,4,1
34.18424713352256,2,97.99703293588506,7,7,22,2,0
30.502298854208526,7,60.18815896363221,3,4,29,5,0
40.48850970305306,1,58.24226582072465,2,11,15,1,0
23.888597006477973,3,74.8073179429532,3,12,12,2,1
9.783769837532068,1,81.17697880901376,7,4,5,6,0
33.5297914889198,4,65.64786073315027,7,11,30,4,0
35.4314019446759,8,12.809574636620003,7,10,23,2,0
27.45108790277985,0,33.82675059944984,2,11,16,0,0
35.83868719818244,4,92.80836403260497,1,11,14,2,0
24.75182385457563,8,22.461561184385193,5,11,10,1,1
25.909313175279763,0,37.21670238375133,0,2,7,0,1
22.101640734341984,8,43.2076882944196,3,1,13,3,1
6.0167650697638075,7,43.940498969445215,2,9,20,4,0
9.315657079732178,3,61.29395824945255,4,12,28,4,0
6.25716742746937,10,94.30758377447076,0,12,29,2,0
30.456416450551217,9,24.069271183250496,1,2,5,5,0
17.574239243053068,4,12.150137630091805,2,8,29,0,0
25.342827646588113,4,19.747048985993732,6,9,3,3,1
41.30265895704372,10,88.69249002092695,6,4,15,0,0
14.971689165954999,5,64.5810812655206,5,8,4,4,0
21.415316921425188,6,28.590678923916013,5,9,15,0,1
35.22204554172195,7,81.59469389686173,1,10,14,3,0
14.151926619664899,7,86.1369996363436,1,10,20,5,0
8.079196393151719,10,84.6514338690278,5,5,19,2,0
16.590058116550722,1,91.89265336395545,3,7,13,1,0
11.448851490160177,8,25.224102017336158,3,10,10,0,1
42.18790609370292,6,75.50419287462783,2,4,21,1,0
37.32481518257668,3,46.053949727414,4,1,5,4,1
30.33615026041694,3,84.19985528900615,2,3,27,2,0
39.85842360750871,10,72.84906771616131,4,5,23,6,0
37.14688307596458,7,77.64474464997247,1,3,20,2,0
12.462802355441433,3,65.61618376810715,0,12,29,0,0
40.70235993959911,5,17.742876946970686,2,11,20,5,1
26.573689676626028,4,54.502691889693835,2,7,25,2,0
37.2976062065625,2,98.46697395245081,4,12,6,0,0
40.84365199693973,9,93.73880664971189,7,9,31,0,0
17.720138998874553,10,4.317373579701167,1,12,4,1,0
9.40207698110707,1,16.481481572943714,1,6,2,2,1
14.117406501677667,8,13.172877345456191,6,10,22,0,1
22.08431154505025,9,72.59799099852955,7,1,16,1,0
37.72059063689972,8,81.77853298569451,4,7,18,3,0
39.429223330253734,0,21.35113663106719,1,3,5,6,1
5.278085221247628,9,50.5852692951829,7,5,22,1,0
25.42989210310263,2,84.07030280112,5,10,4,1,0
21.69644012595116,7,73.28015447662506,7,4,30,0,0
13.88431241882921,5,54.223720549184826,3,10,13,4,0
9.794614693347313,4,59.03476904587729,6,5,19,4,0
18.504606856145116,4,50.83605469162799,5,5,23,5,1
42.71638815650077,5,29.754845131882057,0,6,2,4,1
17.928117280830207,6,56.50219928590161,2,10,13,1,0
25.751624869734645,0,68.88853020500906,6,12,11,5,0
33.12075835580711,8,87.33229158608077,0,10,30,0,0
19.54518409517176,2,63.629135397924806,2,11,22,2,0
43.87128330883843,3,76.1121537043158,3,6,29,6,0
43.497891797684446,9,16.0071634954573,7,8,4,6,1
